path,text
Dataset/asr_calls_2_val/0/06/89e36bcec785.wav,и ох я тебяя буду преследовать
Dataset/asr_calls_2_val/0/07/7a59d245af9c.wav,прибыть в триста четырнадцатый кабинет
Dataset/asr_calls_2_val/0/08/0169dfe50f62.wav,слушай ты полуёбнутый блядь а
Dataset/asr_calls_2_val/0/08/4ae3a1c82c89.wav,ну понятно а чё почему не факсом это передали
Dataset/asr_calls_2_val/0/08/80522d032787.wav,а ты с конца на конец
Dataset/asr_calls_2_val/0/08/852847413e22.wav,здрасте как меня зовут там
Dataset/asr_calls_2_val/0/08/f14b55a7af3b.wav,но а понятно чтоо не возникает
Dataset/asr_calls_2_val/0/09/41a76b08767a.wav,здравствуй антошечка этоо ксюша собчак
Dataset/asr_calls_2_val/0/09/531873a518a6.wav,да иди на хуй со своей беседой дальше что
Dataset/asr_calls_2_val/0/09/62e375335376.wav,с какого года ты сука
Dataset/asr_calls_2_val/0/09/cf942229856a.wav,вы не туда попали куда вы звоните
Dataset/asr_calls_2_val/0/0a/738af4226567.wav,ни чё не поняла
Dataset/asr_calls_2_val/0/0a/b88bc655c0aa.wav,оспорите
Dataset/asr_calls_2_val/0/0b/1ee0160d327d.wav,где ж ты моя ненаглядная гдее вологде где где где вологде где
Dataset/asr_calls_2_val/0/0b/35e8859938ba.wav,хочешь говна моёва поесть да
Dataset/asr_calls_2_val/0/0b/76f6fc6dd6d2.wav,начальнику второго отделения
Dataset/asr_calls_2_val/0/0b/e7863f700711.wav,у полковника
Dataset/asr_calls_2_val/0/0c/93aaf35070f3.wav,красногорский отдел
Dataset/asr_calls_2_val/0/0c/f7f624560018.wav,мы готовы
Dataset/asr_calls_2_val/0/0d/2c2e1cbe044b.wav,в какой в какой области
Dataset/asr_calls_2_val/0/0d/4462fdf3d060.wav,нет я имел в виду
Dataset/asr_calls_2_val/0/0d/855aedeee3e6.wav,подожди подожди вольнов а мы что в суде находимся да чтоб я те вину там
Dataset/asr_calls_2_val/0/0d/a0f4ec7c6926.wav,а я не знаю я никому мне позвонили
Dataset/asr_calls_2_val/0/0d/c1fa936bc496.wav,амурская область
Dataset/asr_calls_2_val/0/0d/dbb626885346.wav,ой привет
Dataset/asr_calls_2_val/0/0e/3074ecf435b6.wav,ды ещё бы блядь
Dataset/asr_calls_2_val/0/0e/8f3b1652a820.wav,я не сторюсь извините пожалуйста я студентка строительного университета
Dataset/asr_calls_2_val/0/0e/be2883fe0d98.wav,давай давай ребята я ребят люблю молодых
Dataset/asr_calls_2_val/0/0f/004b26250d87.wav,чего ты ссышь
Dataset/asr_calls_2_val/0/0f/89558ccf4ea3.wav,пиздить хочет а тока блять у него хуй никак не встанет блять
Dataset/asr_calls_2_val/0/0f/9b6011cedaa5.wav,влюблена если она не примет мер
Dataset/asr_calls_2_val/0/0f/9fb21f8a455b.wav,отец который потерял что то а не ройзман который наркоманов щемит
Dataset/asr_calls_2_val/0/10/1fdf4729d9e6.wav,куда прибыть выы ошиблись никуда пребывать не надо
Dataset/asr_calls_2_val/0/10/32360b75baf2.wav,я я не кусок
Dataset/asr_calls_2_val/0/10/3d4d5d81f191.wav,дежурный по военкомату
Dataset/asr_calls_2_val/0/10/bf92f9f0c5d8.wav,хотите я скажу
Dataset/asr_calls_2_val/0/11/134f87471ce9.wav,нуу и я не хочу ваших денег я вот хотел
Dataset/asr_calls_2_val/0/12/214b1d4dc87c.wav,в соответствии с приказом начальника штаба южного военного округа
Dataset/asr_calls_2_val/0/12/2a4349de149e.wav,ну до подполковника дослужил на пенсию ушёл
Dataset/asr_calls_2_val/0/12/dd9727131ef9.wav,теперь ещё какие вопросы ко мне
Dataset/asr_calls_2_val/0/14/8d5ce5e945db.wav,а почему она тебе ничего не скидывала если ты ей скинул видео
Dataset/asr_calls_2_val/0/14/9699d17a1589.wav,мало того что я позвоню отцу
Dataset/asr_calls_2_val/0/14/cf1c5b8aa975.wav,ну хорошо давайте мы вам тогда вечером позвоним у меня муж с работы придёт мыы решим если он завтра не работает мы завтра подъедим тогда посмотрим
Dataset/asr_calls_2_val/0/15/4dcf0bf84bfc.wav,центр патриотического воспитания
Dataset/asr_calls_2_val/0/15/515b1824d3ce.wav,не понял
Dataset/asr_calls_2_val/0/16/2df3c949b368.wav,какой кошмар какой кошмар какая невоспитанная бабушка у вас
Dataset/asr_calls_2_val/0/16/6561908a5ca8.wav,зайди я вот сейчас поднял четыре человека а четыре а военкомата отделов и все входящий звонок кто звонит понять не можем
Dataset/asr_calls_2_val/0/16/9be98ee007bc.wav,ну всё уже блять мы передали
Dataset/asr_calls_2_val/0/16/9e6b15c40d8e.wav,начальнику второго отделения триста четырнадцатый кабинет
Dataset/asr_calls_2_val/0/16/c824068b3226.wav,наша служба опасна и трудна и на первый взгляд
Dataset/asr_calls_2_val/0/16/df229f0d5015.wav,начальнику второго отделения в двести че э четырнадцатый кабинет в понедельник к девяти часам прибыть
Dataset/asr_calls_2_val/0/16/f469f568d2e7.wav,чё делаешь чем занимаешься
Dataset/asr_calls_2_val/0/17/138d919d0f15.wav,я вас слушаю аллё вы куда звоните вообще
Dataset/asr_calls_2_val/0/17/2310d7fc23b0.wav,семьсот шестьдесят четыре сорок пять девяносто два
Dataset/asr_calls_2_val/0/17/4748b16b1571.wav,генерал полковник отдыхает на курорте
Dataset/asr_calls_2_val/0/17/83f3a59d5156.wav,какую информацию ничего мы не получали никакую информацию
Dataset/asr_calls_2_val/0/17/e7f9107523d9.wav,временно недоступен
Dataset/asr_calls_2_val/0/17/fa50afd20a7a.wav,полковник ты пиздел или проживаешь что ли
Dataset/asr_calls_2_val/0/18/0d93c2e41e1f.wav,расскажи мне про ирбит то чёнибудь
Dataset/asr_calls_2_val/0/18/34c74b2b40fc.wav,да иди ты в пизду блять жопа бородавочная
Dataset/asr_calls_2_val/0/18/4b87e3e26578.wav,я не буду извиняться
Dataset/asr_calls_2_val/0/18/56cd124e5108.wav,начальнику второго отделения в понедельник к девяти ноль ноль
Dataset/asr_calls_2_val/0/19/14cbfc208f62.wav,нет не имею
Dataset/asr_calls_2_val/0/19/1f7a5a9e2756.wav,кто мы
Dataset/asr_calls_2_val/0/19/72e3eccaf493.wav,то как бы ну дело твоё знаешь
Dataset/asr_calls_2_val/0/19/a59f03198926.wav,у них под кантаврикшей образовалось изрядное стойбище седобородых которые ничего уже не желали а просто заседали в тени и размышление на духовные темы
Dataset/asr_calls_2_val/0/1a/6b97df6c8981.wav,на хуй тебя послаать
Dataset/asr_calls_2_val/0/1a/837c66be78ba.wav,не добьётесь своего
Dataset/asr_calls_2_val/0/1a/8ddcef0b6923.wav,слышь ну давай поговорим с тобой по братски так я просто соскучился по тебе
Dataset/asr_calls_2_val/0/1a/9847d15f0242.wav,меня зовут валерий палыч
Dataset/asr_calls_2_val/0/1b/3283d0306ce8.wav,а кто вы по что за полковник какого отделения
Dataset/asr_calls_2_val/0/1b/60a428501a5f.wav,не находит общего языка
Dataset/asr_calls_2_val/0/1b/644c676425a6.wav,слушай я тебе ещё раз повторяю медленно и внятно говори
Dataset/asr_calls_2_val/0/1b/a0f61e4f0a2a.wav,а ты засосешь да
Dataset/asr_calls_2_val/0/1b/edc6dcbda8c9.wav,вы с кем разговариваете
Dataset/asr_calls_2_val/0/1b/efe5f17d7d4d.wav,вы меня слышите или нет
Dataset/asr_calls_2_val/0/1c/4ee4166dd958.wav,была двести пятьдесят или триста человек я не знаю
Dataset/asr_calls_2_val/0/1d/4452606bd377.wav,служить туда
Dataset/asr_calls_2_val/0/1d/fc79f8ce72d7.wav,а под хвостик умеете
Dataset/asr_calls_2_val/0/1e/29d6aa3a2518.wav,здравствуйте это я
Dataset/asr_calls_2_val/0/1e/98b9c823d121.wav,кричит
Dataset/asr_calls_2_val/0/1f/159b4b7a9997.wav,ну а тада какого хуя ты хочешь узнать
Dataset/asr_calls_2_val/0/1f/4a5e8edb6925.wav,не найдёшь не найдёшь
Dataset/asr_calls_2_val/0/1f/a93c84b29e92.wav,ну вот с чем
Dataset/asr_calls_2_val/0/20/197b94f9a1bd.wav,ну хорошо я вас слушаю
Dataset/asr_calls_2_val/0/20/2e13461de105.wav,тридцать два
Dataset/asr_calls_2_val/0/20/2e5d911357f3.wav,очень часто люди
Dataset/asr_calls_2_val/0/20/401a2995e7c2.wav,а чем я на тебя качу то
Dataset/asr_calls_2_val/0/20/4351c936d579.wav,ну то есть ну вы понимаете да или что ввв вопрос его
Dataset/asr_calls_2_val/0/20/6e3ace461cb2.wav,ну хорошо да
Dataset/asr_calls_2_val/0/20/ccc2d073ff8c.wav,зачем вы грубите мне
Dataset/asr_calls_2_val/0/21/829d51e124ea.wav,сборный пункт александр
Dataset/asr_calls_2_val/0/22/3ca86215388f.wav,я по поводу той точки по ко по по которой ты говоришь
Dataset/asr_calls_2_val/0/22/c908a53a4307.wav,ааа вообще какой смысл был заводить ребёнка в столь раннем возрасте
Dataset/asr_calls_2_val/0/22/de1f02a2587c.wav,до чего ж по тебе психушка плачет но просто требуют тебя
Dataset/asr_calls_2_val/0/23/8d0ea3b09285.wav,дежурный по тактическому отделению
Dataset/asr_calls_2_val/0/23/c9328b62bb3c.wav,в областную администрацию
Dataset/asr_calls_2_val/0/24/22d6a3245997.wav,нее ну листочек не гигиенично ну ну как нука давайте побыстрее как
Dataset/asr_calls_2_val/0/24/58b450a2a920.wav,я новенький
Dataset/asr_calls_2_val/0/25/8b7c2d00ce08.wav,иии ээтого нину васильевну
Dataset/asr_calls_2_val/0/25/8daef2ff0ef1.wav,на одного
Dataset/asr_calls_2_val/0/25/e13c68cc9dcd.wav,чё нить расскажи
Dataset/asr_calls_2_val/0/25/f5ac2c4db1f2.wav,ну вот так
Dataset/asr_calls_2_val/0/26/39fc8047894c.wav,я в очко играю дорогой мой хороший
Dataset/asr_calls_2_val/0/26/50787e3715b2.wav,если ты хочешь представить себе меня
Dataset/asr_calls_2_val/0/26/c3958fbb6565.wav,приоденут блядь крутят
Dataset/asr_calls_2_val/0/26/d94dddcc33b9.wav,щас говорить со мной
Dataset/asr_calls_2_val/0/27/7b6996b9e5d3.wav,для церкви тире чё
Dataset/asr_calls_2_val/0/27/ab24018fe98f.wav,а абуля абулечка здравствуй
Dataset/asr_calls_2_val/0/28/9481be1138d5.wav,дежурный по военному комиссариату слушаю вас
Dataset/asr_calls_2_val/0/28/a3ed4672666a.wav,даа мардминский на связии
Dataset/asr_calls_2_val/0/29/1e6b38afa18f.wav,страной провокаторы кому деньги платятся и так далее
Dataset/asr_calls_2_val/0/29/6a11f8a42905.wav,я пошёл туда для того чтобы спасать людей
Dataset/asr_calls_2_val/0/29/d15ce6398b00.wav,а хуй что такое соси
Dataset/asr_calls_2_val/0/2a/7a86acc5a163.wav,подумай по нашей
Dataset/asr_calls_2_val/0/2a/abd62812bf4a.wav,ваши фамилии скажите
Dataset/asr_calls_2_val/0/2a/b28109df5fb1.wav,два набора
Dataset/asr_calls_2_val/0/2a/b7030bc594bc.wav,я тебя не это спросил я спросил тебя я
Dataset/asr_calls_2_val/0/2a/d052e8253391.wav,как чего квартиру
Dataset/asr_calls_2_val/0/2b/708a4fe0f2bd.wav,чтоб ты в морг пришёл
Dataset/asr_calls_2_val/0/2b/a5267cb46359.wav,я вам приказываю доложить по форме
Dataset/asr_calls_2_val/0/2e/c1d6176bc200.wav,ну вы звоните то вообще в новокуйбышевск вы понимаете что вы в новокуйбышевск звоните
Dataset/asr_calls_2_val/0/2e/c6e1d116b34d.wav,почему она ссыт говорить
Dataset/asr_calls_2_val/0/2f/199e8f9d1447.wav,хорошо тогда
Dataset/asr_calls_2_val/0/2f/fe939f0a0414.wav,он ватник и вышиватник
Dataset/asr_calls_2_val/0/30/49e195efb281.wav,большой
Dataset/asr_calls_2_val/0/30/86719d5b1a7a.wav,я не понимаю чё тебя так смутил этим номером
Dataset/asr_calls_2_val/0/30/a3d21cc2d3dd.wav,куда придти
Dataset/asr_calls_2_val/0/31/05e7f3cd19ca.wav,и опять из реальности выпал
Dataset/asr_calls_2_val/0/31/536536f10cc0.wav,не не не не подожди ты если так грамотно хочешь ну обрисуй мою болезнь
Dataset/asr_calls_2_val/0/31/5bceca5004d8.wav,простите вы кто
Dataset/asr_calls_2_val/0/31/df0f940dad6c.wav,так разве нормальные люди когда их посылают девятьсот восемьдесят раз в день на хуй они туда не идут
Dataset/asr_calls_2_val/0/32/06fe16bcbcc3.wav,годится
Dataset/asr_calls_2_val/0/32/339932e932cb.wav,это кто
Dataset/asr_calls_2_val/0/32/4e1d86219f9e.wav,вы можете по перезвонить мне потому что я токаа
Dataset/asr_calls_2_val/0/32/8e7e63a11d1b.wav,городская больница номер шесть
Dataset/asr_calls_2_val/0/32/d4fddee746c3.wav,алло здраствуйте дежурный по отделу
Dataset/asr_calls_2_val/0/33/1e97b6558c6c.wav,одной один вопрос и я ведь навсегда от тебя отстаю
Dataset/asr_calls_2_val/0/33/8b44fb691d4e.wav,да да да
Dataset/asr_calls_2_val/0/33/f6f87fc127b5.wav,ебу тебя в рот
Dataset/asr_calls_2_val/0/34/528208be39c7.wav,должность его вы мне назовёте нет должность у него есть
Dataset/asr_calls_2_val/0/34/773977b704e7.wav,начальник второго кабин отделения должен прибыть в триста четырнадцатый кабинет к девяти ноль ноль в понедельник так
Dataset/asr_calls_2_val/0/34/7e3a25208151.wav,вы откуда звоните товарищ полковник
Dataset/asr_calls_2_val/0/34/998e490aff46.wav,ну чё не поняла ничё
Dataset/asr_calls_2_val/0/35/41e6516acea5.wav,на кобылу залез
Dataset/asr_calls_2_val/0/35/b63f2dfe3f3c.wav,сигнал приняли
Dataset/asr_calls_2_val/0/36/04ff3fc43fe2.wav,я же вам представилась политова
Dataset/asr_calls_2_val/0/36/1247a4dc5aaa.wav,там у вас анатолий алексеевич
Dataset/asr_calls_2_val/0/36/1e134d0e5f56.wav,а ты куда звонишь вообще
Dataset/asr_calls_2_val/0/36/21a9c9d6eb7e.wav,и мой любимый мой хороший мальчик
Dataset/asr_calls_2_val/0/36/4055af1248df.wav,путину
Dataset/asr_calls_2_val/0/36/b1fb3493f465.wav,ну очень приятно
Dataset/asr_calls_2_val/0/36/bc05144e03fb.wav,вы на какой номерто звоните
Dataset/asr_calls_2_val/0/36/cff8e9c8373e.wav,не хочу жениться хочу с разными лежать мне разные нравятся
Dataset/asr_calls_2_val/0/38/640cc660b45c.wav,а у вас нет души
Dataset/asr_calls_2_val/0/38/7326c0054532.wav,переебут блять и она блять сука расколится где ты живёшь
Dataset/asr_calls_2_val/0/39/9271b8c1501a.wav,а вы куда звоните
Dataset/asr_calls_2_val/0/39/a032a70f82e8.wav,нну я не понимаю как
Dataset/asr_calls_2_val/0/39/a2f93a33a0e1.wav,к тебе да
Dataset/asr_calls_2_val/0/39/a643d89b7545.wav,а я уже
Dataset/asr_calls_2_val/0/39/f67867acce29.wav,я не знаю я не знаю но я против я я оскорбилась
Dataset/asr_calls_2_val/0/3a/0149f4349fcf.wav,я с мобильника звоню он не определяется номер
Dataset/asr_calls_2_val/0/3a/5561c919cc7a.wav,я не знаю кто это
Dataset/asr_calls_2_val/0/3b/6b154ab27210.wav,ну в повесточке указано что молодому человеку прибыть в тридцать четвёртый кабинет
Dataset/asr_calls_2_val/0/3b/88e4b3735746.wav,давно твоего голоса не слышно от твоих придурков
Dataset/asr_calls_2_val/0/3b/a581b4ab5988.wav,насколько она страшна
Dataset/asr_calls_2_val/0/3b/de6e3089f142.wav,зачеем я тебе рассказываю очень интересную историю
Dataset/asr_calls_2_val/0/3c/2349ff4d2438.wav,ааа значит эээ много людей которые посмотрели э видео запись камер да где отчётливо видно чтоо ваш сын вместе со своими эээ быдлодрузьями нападает наа совершенно ну
Dataset/asr_calls_2_val/0/3d/15931a33ac66.wav,всё рассказывай какой срок тянул
Dataset/asr_calls_2_val/0/3d/7d607deeeb57.wav,я просто узнаю кто ты такой и накажу тебя
Dataset/asr_calls_2_val/0/3d/b4da8a56b54d.wav,с его дома я звонила щас
Dataset/asr_calls_2_val/0/3e/210814dac397.wav,тебе деньги нужны так
Dataset/asr_calls_2_val/0/3e/3ad2a8e444ab.wav,потому что
Dataset/asr_calls_2_val/0/3e/5bcaf6a03c13.wav,ну если хочешь я могу эээ позвонить
Dataset/asr_calls_2_val/0/3f/0fc291b0d767.wav,девять один девять три да и больше сюда не звони
Dataset/asr_calls_2_val/0/3f/6d3b2d3da822.wav,лично от себя ничего не слышала
Dataset/asr_calls_2_val/0/3f/b92d7f3dfb26.wav,лидия альбертовна что с что случилось
Dataset/asr_calls_2_val/0/3f/df419cc1c583.wav,ты же не знаешь кто я такой
Dataset/asr_calls_2_val/0/3f/f45c5ddbc6aa.wav,ругается кричит да
Dataset/asr_calls_2_val/0/40/32117176cb4f.wav,да да да
Dataset/asr_calls_2_val/0/40/5410efecdb9b.wav,вы меня не слышите что ль аллё аллё
Dataset/asr_calls_2_val/0/40/5e0719ce55a4.wav,кем бы не представлялся пошлите его знаете куданибудь подальше как я его послал этого заболотного
Dataset/asr_calls_2_val/0/41/0c08adf2e192.wav,награды имеете
Dataset/asr_calls_2_val/0/41/0c41ed9c1ce3.wav,добрый день татьяна чем могу помочь
Dataset/asr_calls_2_val/0/41/101acde1bb08.wav,я ей звонил я эээ команду никакую не давал
Dataset/asr_calls_2_val/0/41/192886d93fbf.wav,так какой куда звоните я не пойму
Dataset/asr_calls_2_val/0/41/af50f26c0b47.wav,вы куда звоните вообще
Dataset/asr_calls_2_val/0/41/c0f2b9f53bfb.wav,не понял
Dataset/asr_calls_2_val/0/41/ceb516e357a4.wav,так что там
Dataset/asr_calls_2_val/0/42/292279308b6e.wav,о господи ну что ж ты бестолковый
Dataset/asr_calls_2_val/0/42/85d93a1fcd96.wav,рюмку до рта не донёс ещё да
Dataset/asr_calls_2_val/0/42/d32a2b5e0213.wav,ну у меня бош циркулярный бля
Dataset/asr_calls_2_val/0/43/5e223f2b9419.wav,четыреста восемьдесят пять
Dataset/asr_calls_2_val/0/43/b9f47c6f0407.wav,сандр яныч
Dataset/asr_calls_2_val/0/43/f566f9537fda.wav,слушай иди ты
Dataset/asr_calls_2_val/0/44/030f5a99fad6.wav,он мне тоже звонил сегодня
Dataset/asr_calls_2_val/0/44/412f878b5383.wav,ято областной военкомат
Dataset/asr_calls_2_val/0/44/4b638a293fca.wav,во сколько
Dataset/asr_calls_2_val/0/44/ad35a8a472dd.wav,там и таблетку какуюто там
Dataset/asr_calls_2_val/0/44/bc34bb6bf4cd.wav,никуда не звонила никаких этих вот прям я не знаю даже чё такое
Dataset/asr_calls_2_val/0/44/e23b3f079d82.wav,у вас задолженность имеется по денежному кредиту ваша триста двадцать пять тысяч целых триста сорок рублей юрий николаевич
Dataset/asr_calls_2_val/0/45/06fc4620192c.wav,республики татарстан ещё вам ещё ещё какую информацию вам дать что вы звоните сюдато
Dataset/asr_calls_2_val/0/45/172c51b7822a.wav,и вы как бы мужиком себя считаете да
Dataset/asr_calls_2_val/0/45/f2f1d444d093.wav,сорок один
Dataset/asr_calls_2_val/0/46/20cd8d1902fc.wav,правила
Dataset/asr_calls_2_val/0/46/b4df3ac636f3.wav,ну а хули ты пиздишьто блядь
Dataset/asr_calls_2_val/0/46/cac47ad0a8e8.wav,да у меня всё нормально
Dataset/asr_calls_2_val/0/47/4694ae312291.wav,нуу да я признаю свою ошибку сфоткала выложила да по сглупила
Dataset/asr_calls_2_val/0/47/7fec78957626.wav,э вы кстати не хотите м в клуб вступить в наш две трубки
Dataset/asr_calls_2_val/0/47/9d381250710c.wav,что вы от меня
Dataset/asr_calls_2_val/0/47/ef528d51e9ab.wav,куда блять подъехать слышь мудила давай завтра блять в любой точке москвы приедем блять встретимся я тебе выебу мудила
Dataset/asr_calls_2_val/0/48/23d74468a7d6.wav,мушка триста тридцать три циркулярная
Dataset/asr_calls_2_val/0/48/380e4cdc4efa.wav,здраавствуйте дорогой мой хороший человек
Dataset/asr_calls_2_val/0/48/56207870a12e.wav,я не понимаю вам когда нужно приехать сюда
Dataset/asr_calls_2_val/0/48/8ef1d122a16d.wav,что теперь делать то есть ты можешь дать адрес
Dataset/asr_calls_2_val/0/49/17a55c74b2ee.wav,давайте я к вам приду
Dataset/asr_calls_2_val/0/49/41c551394c09.wav,евгений вы для себя заказываете
Dataset/asr_calls_2_val/0/49/72cb58fdc4ae.wav,да а п а потом будь
Dataset/asr_calls_2_val/0/49/e000df84008e.wav,для того чтоб
Dataset/asr_calls_2_val/0/49/e5e10b3d142e.wav,в лес хотите заманить
Dataset/asr_calls_2_val/0/4a/3b9cb4bbb7e7.wav,блять сам козёл ты вонючий
Dataset/asr_calls_2_val/0/4a/572e86343ff4.wav,голубой ёбарь
Dataset/asr_calls_2_val/0/4b/062af9956d07.wav,мы просто в панике
Dataset/asr_calls_2_val/0/4b/235151ed37db.wav,ну так а чё тебе надо
Dataset/asr_calls_2_val/0/4b/97f95c93da78.wav,вы любите песни петь
Dataset/asr_calls_2_val/0/4d/31278bf29237.wav,они оказались серыми от пепла
Dataset/asr_calls_2_val/0/4d/982307e16dc1.wav,откуда у вас вот этот номер телефона
Dataset/asr_calls_2_val/0/4e/5d4d7ed18378.wav,у тя какая пенсия
Dataset/asr_calls_2_val/0/4e/69d33a029b79.wav,да я хотел встретиться но
Dataset/asr_calls_2_val/0/4e/8ffd38f53f2c.wav,что тебе сделать ебло разбить
Dataset/asr_calls_2_val/0/4f/2534b4eb0172.wav,ну я занята вечером у меня у брата завтра день эээ свадьба будет
Dataset/asr_calls_2_val/0/4f/5c315a761f7d.wav,на лермонтова тридцать восемь
Dataset/asr_calls_2_val/0/4f/5eb4df490229.wav,нет мужчины говорят другое
Dataset/asr_calls_2_val/0/4f/7eab943b109c.wav,полковник бельянов
Dataset/asr_calls_2_val/0/50/31f2cc9c85a2.wav,вы где воспитывались на коммунальной кухне или где
Dataset/asr_calls_2_val/0/50/a450b1f93de3.wav,а ты знаешь куда тыто звонишь нах
Dataset/asr_calls_2_val/0/50/d947de4abdf6.wav,вам позвонить потом
Dataset/asr_calls_2_val/0/50/fa7517908ab8.wav,узнал что ну то что твою фотку ктото разместил в паблике ну пиши
Dataset/asr_calls_2_val/0/51/0933f97f9191.wav,ты папу забудь папа твой отработал своё
Dataset/asr_calls_2_val/0/52/4ecadbc6feb6.wav,и что теперь
Dataset/asr_calls_2_val/0/52/b12f8d45b900.wav,примите сигнал волжков тридцать тридцать три
Dataset/asr_calls_2_val/0/53/37d9930255f9.wav,я голубой
Dataset/asr_calls_2_val/0/53/487fa6743821.wav,телефон какой
Dataset/asr_calls_2_val/0/53/8b3ef351839c.wav,и в мои годы ну чемто полезно заниматься
Dataset/asr_calls_2_val/0/53/d5407d8cef10.wav,я там уже был
Dataset/asr_calls_2_val/0/54/98a136047b4b.wav,как за тебя
Dataset/asr_calls_2_val/0/54/a609e4b83d77.wav,я не помню у кого чё не стоит ты думаешь я помню что стоит у когото чтото
Dataset/asr_calls_2_val/0/54/b292e4818397.wav,да где
Dataset/asr_calls_2_val/0/55/4ca77a0a3a1b.wav,я не знаю мне не сказали мне просто сказали город красногорск
Dataset/asr_calls_2_val/0/55/c17038b17a0b.wav,так что это не аргумент а вот измена является самым страшным что только может быть
Dataset/asr_calls_2_val/0/55/c4c5864b40e6.wav,так и хостинг у вас свой
Dataset/asr_calls_2_val/0/56/2c30c16b5119.wav,по суворовскому училищу
Dataset/asr_calls_2_val/0/56/51e30728f56f.wav,почему наас то нужно передавать это вы мне передаёте почему я то должна передавать
Dataset/asr_calls_2_val/0/56/b2b093f47a90.wav,побеседуем счастливо до свидания
Dataset/asr_calls_2_val/0/56/c1b28a5103ef.wav,а если я извинюсь перед вами то
Dataset/asr_calls_2_val/0/56/d1ab5a590805.wav,ну в каком на сайте на нашем подонском
Dataset/asr_calls_2_val/0/57/59c01abb1bc9.wav,в этой ситуации сейчас
Dataset/asr_calls_2_val/0/57/65353404a322.wav,ну в интернете
Dataset/asr_calls_2_val/0/57/6c9886883fed.wav,говорила я его как вы отзвонили
Dataset/asr_calls_2_val/0/58/a3a3c7399937.wav,охуеть
Dataset/asr_calls_2_val/0/59/8f7b3d2aecde.wav,прихожуя слышишь аллё
Dataset/asr_calls_2_val/0/59/c1402c059b81.wav,поговори поговори
Dataset/asr_calls_2_val/0/5a/0b7f5ed81100.wav,вы не знаете у вас же наверное есть по какому вы звоните в город октябрьск
Dataset/asr_calls_2_val/0/5a/727d109786ef.wav,каждый раз когда
Dataset/asr_calls_2_val/0/5a/f3e3a9f6163e.wav,надо было б записать
Dataset/asr_calls_2_val/0/5b/311314c7afb4.wav,безжопный
Dataset/asr_calls_2_val/0/5b/779ea0255497.wav,это мат это грубость
Dataset/asr_calls_2_val/0/5b/fa7f0aed0c9f.wav,алкоголь много навеерно
Dataset/asr_calls_2_val/0/5c/2eae597c8dec.wav,откуда звонок
Dataset/asr_calls_2_val/0/5c/925377b487b9.wav,горит укулеле у меня нету но типа есть зато рабочее горло
Dataset/asr_calls_2_val/0/5c/9cd5e5aad949.wav,блядь поставлю в пиздюлю
Dataset/asr_calls_2_val/0/5c/bf4664367aaf.wav,и деньги вмазывать туда
Dataset/asr_calls_2_val/0/5c/d35a630230c4.wav,и уже даже
Dataset/asr_calls_2_val/0/5c/de429ce86420.wav,ну всётаки яяя не думаю что вам стоит так расстраиваться прям по этому поводу
Dataset/asr_calls_2_val/0/5d/2452fa8b3a1a.wav,управа района чертаново центральный инспектор
