path,text
Dataset/buriy_audiobooks_2_val/b/fb/870d0e423492.wav,и вернулся в избу
Dataset/public_youtube700_val/7/5f/6cd50729c0e0.wav,беспредельное а воздух
Dataset/buriy_audiobooks_2_val/b/6c/bfcde6f56df7.wav,и подглядывать через
Dataset/public_youtube700_val/5/69/fb8d61500192.wav,да видно они немножечко отличаются
Dataset/public_youtube700_val/e/03/30819f44d35d.wav,эту дьявольщину смотрите когда вы смотрите на мою
Dataset/buriy_audiobooks_2_val/2/ed/634c02dbe14d.wav,глубоком и мне недоступном но почти никогда меня
Dataset/asr_calls_2_val/3/5d/ef3208b4c024.wav,алло здравствуйте детский
Dataset/public_youtube700_val/8/37/7801c19fff40.wav,в какой то момент вот это их совместное существование
Dataset/public_youtube700_val/f/bb/c3c0897baea8.wav,ну и щас у нас восхад хазрата будет по
Dataset/asr_calls_2_val/4/4c/78de0fa69844.wav,короче да там надо подшить чтото там залить я не понимаю ничего чтобы там както
Dataset/asr_calls_2_val/7/93/bc1bf38a45c1.wav,пожара блядь
Dataset/buriy_audiobooks_2_val/8/d3/9519e8872584.wav,моя верная а за дочь не благодари за такую
Dataset/asr_calls_2_val/c/e3/06e5ce42cafe.wav,ну конечно а зачем мне было вас а ааа зачем бы мы мне было вас обманывать скажите мне специально
Dataset/asr_calls_2_val/9/6b/5596083594e1.wav,сколько
Dataset/asr_calls_2_val/d/03/6e13230841eb.wav,а какой у вас есть
Dataset/asr_calls_2_val/b/8f/04202bd6cd36.wav,я ни разу не сказала что вы пьяный
Dataset/asr_calls_2_val/0/7f/95b37b6d7c05.wav,в понедельник ты через кабинет
Dataset/buriy_audiobooks_2_val/5/c3/14c5e41a1379.wav,она появилась в столовой уже одетая в официальный уник поцеловала германа
Dataset/buriy_audiobooks_2_val/a/40/d7da5fc160da.wav,мисс макнэр прошу вас
Dataset/asr_calls_2_val/a/ec/3634180716d5.wav,э иди нахуй ясно блять
Dataset/asr_calls_2_val/d/f3/87bd4f46c4d5.wav,военкомат кирове же у нас
Dataset/public_youtube700_val/d/33/e65d3e6a478a.wav,да да пятнадцати метровые глисты выходили
Dataset/asr_calls_2_val/a/d9/c794007decd1.wav,не хороший психолог он
Dataset/public_youtube700_val/2/07/5ed59353c77f.wav,относительно дешёвые в твоём понимании
Dataset/buriy_audiobooks_2_val/6/56/ff397c36f099.wav,ближе к ней земля просела образовав полукруглый залив а дальше шло асфальтовое полотно на таком расстоянии казавшееся почти целым разделенное полосатым забором вдоль забора бежали люди позади ехал мотоцикл который мы
Dataset/asr_calls_2_val/0/05/c40e87884d00.wav,вот она просто
Dataset/asr_calls_2_val/b/be/4c33e8f6f7cb.wav,патриархальное такое восприятие женщин
Dataset/public_youtube700_val/3/85/c61e4266e068.wav,будто разжигает межнационально
Dataset/asr_calls_2_val/6/70/d0aad307971f.wav,вы вообще нормальный человек
Dataset/buriy_audiobooks_2_val/4/20/361630a80aca.wav,американцы много раз привозили на европейские выставки огромные срезы с пней секвойи
Dataset/buriy_audiobooks_2_val/f/c5/84f0740d9b23.wav,она сказала чтоо
Dataset/buriy_audiobooks_2_val/8/ed/d78565213617.wav,меня пренебрежение
Dataset/public_youtube700_val/b/87/ef3f63b46281.wav,вот так вот ложечкой помешайте
Dataset/public_youtube700_val/8/50/4cf82ca59f48.wav,ну и все наверное да
Dataset/asr_calls_2_val/b/59/bc1b47c5f6fa.wav,такого не происходит потому что именно на этом тренинге а тренер учит как правильно преодолевать рвотный ир рефлекс
Dataset/asr_calls_2_val/a/2f/067ba3fb1a24.wav,откуда вы звоните
Dataset/asr_calls_2_val/5/21/db348a706acb.wav,это по японски
Dataset/asr_calls_2_val/8/e8/74dd2ad55d50.wav,военный комиссариат ярославской
Dataset/buriy_audiobooks_2_val/a/d1/5e1ae3664bb1.wav,подождите минуточку прервал его кирнан
Dataset/buriy_audiobooks_2_val/5/a6/de7ef00444f4.wav,генерал майору Галицыну благодарю за службу
Dataset/public_youtube700_val/1/35/19d2287bb600.wav,медицина пророков бытие один двадцать девять
Dataset/asr_calls_2_val/b/7f/50c42c1036e1.wav,ну вопервых я не пью
Dataset/buriy_audiobooks_2_val/1/39/eb8905e565f7.wav,он утверждает что
Dataset/asr_calls_2_val/1/97/5e0105db6ce7.wav,чё ты гонишься вот честно
Dataset/buriy_audiobooks_2_val/4/4c/209267acc6d2.wav,так они рядом
Dataset/buriy_audiobooks_2_val/9/b2/4d93e0dc2602.wav,мрачновато звучит реши мягко укорил его
Dataset/buriy_audiobooks_2_val/4/a0/01fec4bbe41a.wav,тут просто шок
Dataset/buriy_audiobooks_2_val/b/6c/79bd03117f8e.wav,мы встретимся по этому поводу будут держать рот
Dataset/buriy_audiobooks_2_val/6/79/ca0a1d29caff.wav,снова был прерван визгливыми тирадами доносившимися из трубки
Dataset/public_youtube700_val/a/12/64abb638c0ec.wav,она должна быть с вами всегда в бутылочке в тёплом виде
Dataset/asr_calls_2_val/6/40/5cd90974027c.wav,да вон мужик какойто щас звонил чёто непонятно так я и не понял его
Dataset/asr_calls_2_val/b/b5/5f813b6a586a.wav,это где это он  такую информацию взял
Dataset/buriy_audiobooks_2_val/4/08/c59c5c0d16bc.wav,полагаю она хотела бы дождаться прихода своего жениха
Dataset/asr_calls_2_val/d/91/b7130b1d0b3f.wav,он на рабочем месте
Dataset/asr_calls_2_val/c/d0/27a9cbb7de92.wav,рассчитайте
Dataset/asr_calls_2_val/a/d8/43abc8c0ba09.wav,города москвы
Dataset/asr_calls_2_val/e/b4/ca815d8ae9f3.wav,а я набираю надежде
Dataset/buriy_audiobooks_2_val/d/c0/f87d77c92d7d.wav,помощнику и сунул
Dataset/public_youtube700_val/7/65/9854fe4a6cf6.wav,в разных местах он говорит нужно
Dataset/public_youtube700_val/b/b5/cdd28a3f7ed1.wav,молоды девушки там пятнадцать лет шестнадцать семнадцать лет девятнадцать лет
Dataset/public_youtube700_val/d/68/86fba9011778.wav,сегодня говорим о пояснице
Dataset/asr_calls_2_val/6/ed/e890874842b3.wav,нынче снова по новой
Dataset/asr_calls_2_val/4/c1/7704a5f260af.wav,свидетельство привести о смерти
Dataset/asr_calls_2_val/8/25/97f8084ab56a.wav,очередь получение жилья
Dataset/asr_calls_2_val/2/ea/a2dfc91eb0cf.wav,бросила
Dataset/asr_calls_2_val/1/91/70ee20effeac.wav,военного комиссариата канзалова
Dataset/asr_calls_2_val/a/ed/44a874fcba01.wav,сторож заболотный
Dataset/public_youtube700_val/5/a1/668329c3d39c.wav,мать хочет чтобы в высшее техническое имени баумана а я не хочу туда
Dataset/asr_calls_2_val/f/87/5d6024f8648f.wav,я понятия не имею куда вам нужно прибыть
Dataset/public_youtube700_val/f/fe/f68eda47672c.wav,но здесь на нас нас касается сследующая часть
Dataset/public_youtube700_val/4/a5/0f4a7a4da7a5.wav,их может быть до двадцать тысяч даже
Dataset/asr_calls_2_val/b/79/a08acd74b09a.wav,вот оно как будто бы
Dataset/public_youtube700_val/c/1e/7317c6acd332.wav,конечно был чего уж там
Dataset/asr_calls_2_val/0/d1/9d362191a16e.wav,а то что у меняя
Dataset/buriy_audiobooks_2_val/1/97/97c30356719a.wav,басни крылова знает
Dataset/public_youtube700_val/8/15/aaacdf9f7f3a.wav,так чтоо в месяц рамадан задумайтесь
Dataset/asr_calls_2_val/9/02/7b454f8f3c2d.wav,как ваша фамилия
Dataset/public_youtube700_val/d/46/252333b7924a.wav,любым овощем это
Dataset/buriy_audiobooks_2_val/1/2b/fae671148ca5.wav,александр иванович я
Dataset/asr_calls_2_val/a/8d/3c8899f13fef.wav,и я щас пускаю там уже копии своих паспортов прижат всех
Dataset/asr_calls_2_val/9/c3/43ab2d31b9d7.wav,нет не понимаю
Dataset/asr_calls_2_val/0/fc/9800be07e7f7.wav,под шейсят
Dataset/buriy_audiobooks_2_val/4/63/b601f924d556.wav,я тебя по хорошему спрашиваю кем ты ему представился
Dataset/public_youtube700_val/f/86/506b20be81fa.wav,который стал основателем и ктитором киево печерского
Dataset/public_youtube700_val/0/53/c53ea90257f3.wav,но не было нормальных стыковок
Dataset/asr_calls_2_val/8/88/206cffc64dd8.wav,завтра с утра заступаешь на дежурство
Dataset/asr_calls_2_val/2/a6/91fa9ba946da.wav,хороший маслёнок мёртвый маслёнок блять
Dataset/public_youtube700_val/5/7e/1aadc464b730.wav,деньком алексей продемонстрировал
Dataset/buriy_audiobooks_2_val/1/c5/92cc30265b9b.wav,не желал отходить от фрола уроженец города чебоксары
Dataset/asr_calls_2_val/4/05/ad1b175e7a37.wav,ты чё тварь
Dataset/public_youtube700_val/c/0e/eeda8a4ecc74.wav,в боснии если я не ошибаюсь аам и позднее в албании а кто это рисует мне сказа
Dataset/public_youtube700_val/e/a4/02928fd15bac.wav,образом к концу  двадцатого века сложилась некая целостная
Dataset/public_youtube700_val/c/9a/742287a3f37f.wav,значит это
Dataset/buriy_audiobooks_2_val/7/68/3ceb4bb52243.wav,уныние судя по всему эта крепость действительно была не более чем
Dataset/buriy_audiobooks_2_val/0/13/45f2e40c1660.wav,ну давай хороший это он движку
Dataset/asr_calls_2_val/1/8c/293ffc624626.wav,давай полежим с тобой
Dataset/public_youtube700_val/2/ec/9d6de308f0b0.wav,можно прополоскать рот это
Dataset/asr_calls_2_val/e/2c/77410eac6a59.wav,заболеваниям поэтому нельзя к ним относиться как
Dataset/buriy_audiobooks_2_val/1/73/4706a9a456b7.wav,у вас есть
Dataset/buriy_audiobooks_2_val/8/73/58df37536dfb.wav,он вернулся к фитонотариате
Dataset/asr_calls_2_val/4/3d/d9e5d9454313.wav,какашки говно
Dataset/asr_calls_2_val/5/16/fe0c5f20d02f.wav,подожду
Dataset/asr_calls_2_val/7/0c/633a448a2a49.wav,там короче мне на а
Dataset/asr_calls_2_val/a/08/23d57bdcfc74.wav,дом двадцать пять а корпус два
Dataset/asr_calls_2_val/8/32/d292ee6702bb.wav,пошёл ты на хуй ещё отправишь
Dataset/public_youtube700_val/0/1b/fcc0d404373e.wav,человека до добрые порывы они присутствуют в каждом человеке
Dataset/public_youtube700_val/b/dd/29c30c4370c6.wav,распредвала то есть эээ они сверлится по месту тут
Dataset/public_youtube700_val/0/a6/fe3aa093d9ba.wav,и много жира
Dataset/buriy_audiobooks_2_val/3/6d/1f98c1c909e6.wav,в компании с Родионом и юным ратником скала обрывалась отвесно вниз
Dataset/asr_calls_2_val/0/8f/f06239352cc0.wav,я уже был я те с вертушки
Dataset/asr_calls_2_val/6/78/3c2c7698e3c2.wav,позвонит миссионер
Dataset/public_youtube700_val/9/62/d9b337902358.wav,да действительно очень много негатива и агрессии
Dataset/asr_calls_2_val/4/6c/955aee1edbe3.wav,и поэтому короче ты выёбываешься но руслан он там будет в течение там двухтрёх дней
Dataset/asr_calls_2_val/e/90/066bdd6472ea.wav,ну я согласна
Dataset/public_youtube700_val/e/36/1c7d8616279a.wav,ну зачем ты распечатываешь эти ёлки и начинаешь смотреть
Dataset/public_youtube700_val/8/e6/c797357eb01e.wav,классич
Dataset/asr_calls_2_val/d/50/911d583db64b.wav,я слушаю вас
Dataset/asr_calls_2_val/2/eb/7377aa08f283.wav,правильно мы им сейчас покажем что такое свобода порусски
Dataset/buriy_audiobooks_2_val/3/80/7ad5dafdc255.wav,ведь он уже убил столько людей
Dataset/buriy_audiobooks_2_val/2/6f/ca0cefca407d.wav,повозках
Dataset/public_youtube700_val/3/ee/d82b9d886116.wav,стоит отметить что это а для
Dataset/asr_calls_2_val/f/8e/97f229b65938.wav,в общем я понял вашу позицию успехов до свидания
Dataset/buriy_audiobooks_2_val/5/ea/7ed00c8ae752.wav,проверка
Dataset/asr_calls_2_val/f/5b/479c3d5edc89.wav,под кобылу залез ёб ёб и не кончил
Dataset/public_youtube700_val/d/c7/15530f96a6fa.wav,даже буквально вот щас я эээ улетал на два дня
Dataset/buriy_audiobooks_2_val/8/67/1f43e6b7f3c7.wav,помогая ей снять меховое манто я сказал послушайте
Dataset/asr_calls_2_val/f/1c/1e9edd09e08c.wav,да он голубой как и ты
Dataset/buriy_audiobooks_2_val/e/f5/7ce6fe6fcc51.wav,однако умереть героем
Dataset/asr_calls_2_val/b/45/bf996e5f1696.wav,проснёшься ты без хуя понял меня
Dataset/buriy_audiobooks_2_val/4/a4/b02456c54f5d.wav,и вот уже
Dataset/public_youtube700_val/3/3c/37983d4cbb05.wav,пузырёк йода
Dataset/buriy_audiobooks_2_val/9/86/96b897e2db9e.wav,великой
Dataset/buriy_audiobooks_2_val/b/fe/75a179bc9afe.wav,чем говорят рядом можешь точно вспомнить то он
Dataset/asr_calls_2_val/1/42/1b25d6171399.wav,производится
Dataset/public_youtube700_val/8/b9/b0c4ab1cc10f.wav,народу сразу указывают кого нужно благодарить
Dataset/buriy_audiobooks_2_val/1/c0/c38d1798e421.wav,меня строится отдельный зал
Dataset/buriy_audiobooks_2_val/e/7b/51384c0d35d5.wav,делом вон в поле сколько бесхозных гансов просто так бегает
Dataset/buriy_audiobooks_2_val/7/b6/953eac593e00.wav,в резерве у нового подразделения он снова засмеялся ага команда призраков ни людей ни денег так
Dataset/buriy_audiobooks_2_val/7/a8/0eb764216210.wav,затаив дыхание бандиты наблюдали к
Dataset/buriy_audiobooks_2_val/5/31/6258ffeefc86.wav,двадцать восемь страниц
Dataset/asr_calls_2_val/4/8a/0269e991903b.wav,хорошо
Dataset/buriy_audiobooks_2_val/b/72/3ef3860927ca.wav,что я паясничаю сегодня
Dataset/public_youtube700_val/2/8c/9ee66b48149d.wav,когда не было
Dataset/buriy_audiobooks_2_val/f/7a/c7b2c864f250.wav,я готов капитан приказывайте
Dataset/public_youtube700_val/0/d1/c277ef7acc67.wav,этот тезис
Dataset/buriy_audiobooks_2_val/b/bc/6ecc7aa0dcfa.wav,но значительно меньших размеров чем мне
Dataset/asr_calls_2_val/7/33/9fa608e1ac50.wav,а я откуда знаю где он находится
Dataset/asr_calls_2_val/9/b1/0dd95b075e35.wav,начальнику второго
Dataset/asr_calls_2_val/8/f8/73a84ccb13bb.wav,собрать реальной аудитории писать живое выступление магистра юмора и видимо оказалось сложно а скорее даже невозможно
Dataset/public_youtube700_val/c/3e/a31d437beddc.wav,стальные винты закрученные в грунт но я хотел иметь в доме бетонные тёплые полы
Dataset/buriy_audiobooks_2_val/9/be/d80f853b23a3.wav,да вы не волнуйтесь вас
Dataset/buriy_audiobooks_2_val/5/0e/b5bc2157ca99.wav,сладкая леденцовая фауна ноо всех удивляло
Dataset/buriy_audiobooks_2_val/1/47/0056b5679500.wav,отлично знаю что тебе на самом деле вовсе не х
Dataset/public_youtube700_val/c/40/f7479fc2c473.wav,отлавливать на улицах и насильно промывать носы им
Dataset/asr_calls_2_val/2/71/c476ed23853a.wav,лучше говна тебе залью
Dataset/asr_calls_2_val/9/6a/0581bac92cc5.wav,кто куда прибыть
Dataset/asr_calls_2_val/8/3c/8330f3740034.wav,это очень плохо
Dataset/asr_calls_2_val/2/84/fc148ca04254.wav,а это не имеет значения
Dataset/buriy_audiobooks_2_val/a/cd/6ec15ed07c86.wav,сесть на другой автобус подумала лючия
Dataset/public_youtube700_val/2/35/7e1d585e0c3c.wav,добавляем пластик и продолжаем заштриховывать
Dataset/buriy_audiobooks_2_val/6/dd/d10063dbb2bb.wav,кармен
Dataset/buriy_audiobooks_2_val/b/26/ef744157bc8c.wav,побежала отец моих будущих детей до встречи
Dataset/public_youtube700_val/e/a4/fd84933dfe84.wav,давайте попробуем
Dataset/asr_calls_2_val/0/80/b9cfd6b13129.wav,четвёртый кабинет прибыть
Dataset/asr_calls_2_val/0/cb/56a005dc5a03.wav,да да мы заказали через сайт добово бронза вами стоит эээ этот мы выполним все
Dataset/asr_calls_2_val/b/6d/d40f4f225e3f.wav,я просто знаю что ты из себя на самом деле представляешь какой ты в кавычках фанат
Dataset/asr_calls_2_val/b/8a/ee028af67587.wav,куда прибыть я вас спрашиваю ещё раз русским языком
Dataset/buriy_audiobooks_2_val/2/82/60153897a8df.wav,о чём ещё мечтать старику
Dataset/buriy_audiobooks_2_val/9/fc/bcffbfb5fb36.wav,в доме напротив и довольствуясь одной комнатой и ванной буэн ощущал одиночество
Dataset/public_youtube700_val/3/22/8dde9144671c.wav,это для меня очень важно
Dataset/asr_calls_2_val/f/d0/da59b6ede6d2.wav,нормальным сексом она же с вами занимается
Dataset/buriy_audiobooks_2_val/6/2a/bd6e12ed299a.wav,остался так
Dataset/public_youtube700_val/2/e1/8a035af36e72.wav,в школ в школах скачивать и раздавать ааа родителям
Dataset/buriy_audiobooks_2_val/b/b8/fdb1534bab26.wav,баночки надо белые такие с
Dataset/asr_calls_2_val/0/db/6abd5e9ecdc9.wav,так это не таксист это мой человек
Dataset/public_youtube700_val/6/5b/d15866f4fff8.wav,есть важность
Dataset/public_youtube700_val/1/55/c8ba7a860577.wav,евангели нового завета предшествовавшими им раввинами
Dataset/public_youtube700_val/9/93/0b1fb84bca5e.wav,не дожили
Dataset/buriy_audiobooks_2_val/0/6d/c1a618e796c4.wav,путь воросился всего десяяток
Dataset/asr_calls_2_val/9/7a/011a844b66f5.wav,добрый вечер
Dataset/asr_calls_2_val/d/ea/92c759c02fa4.wav,куда прибыть ему
Dataset/public_youtube700_val/2/22/06575e89674b.wav,будет достигнуто понимание в каждой семье
Dataset/public_youtube700_val/7/70/05cbb9153ab2.wav,самое интересное что з рыбалка
Dataset/asr_calls_2_val/8/0f/47935a64491a.wav,ты кого скажи
Dataset/public_youtube700_val/f/11/ef92de55da5e.wav,что касается материального достатка
Dataset/buriy_audiobooks_2_val/d/87/eca6b2923340.wav,человек выигравший такую сумму
Dataset/asr_calls_2_val/b/5c/9ffdc213f361.wav,понедельник до двенадцати часов да
Dataset/buriy_audiobooks_2_val/d/14/573c6cf31a30.wav,и любви нет
Dataset/public_youtube700_val/f/2f/f72696a6c7db.wav,вот иии а две ложки наоборот расгустят вам всё
Dataset/public_youtube700_val/5/07/11af21f083e5.wav,ну вот вот так работает прополис
Dataset/asr_calls_2_val/9/11/c7fe562ffc27.wav,запись кем я
Dataset/public_youtube700_val/a/6d/dadf55b8a7e5.wav,людей с кем эээ удалось
Dataset/asr_calls_2_val/d/c0/9a99de4dbe7c.wav,ну да история про танки всем нравится кому не давал слушать все смеются где классно танки смешно
Dataset/buriy_audiobooks_2_val/e/fa/52ef7242d32e.wav,вот только боязно за дашку
Dataset/asr_calls_2_val/a/f9/73aac47d277b.wav,ой извини какая жаловаться а
Dataset/buriy_audiobooks_2_val/8/af/80dfe342dcb5.wav,три домика и три колодца которые надо
Dataset/buriy_audiobooks_2_val/5/89/a2fed2e6cc5a.wav,высокая белокурая красавица не дождавшись
Dataset/asr_calls_2_val/0/68/10cf72618fd1.wav,вы что сами не можете позвонить
Dataset/public_youtube700_val/2/62/91c6dfe6df89.wav,на овощное питание и боли сразу же уйдут
Dataset/buriy_audiobooks_2_val/b/b1/7a5d32631988.wav,её компания взялись за апартаменты старых волшебников что бы там
Dataset/asr_calls_2_val/2/f7/76a5e8a42381.wav,я тебе ещё раз говорю кроля восемнадцать сорок восемь
Dataset/buriy_audiobooks_2_val/0/d0/4ae6dbb2a8f9.wav,ненавидящих для того чтобы молиться за
Dataset/buriy_audiobooks_2_val/c/3d/fdae55c4c716.wav,чуудесная водка настоянная на мускатном орехе совершенно без запаха савеершенно
Dataset/asr_calls_2_val/b/0a/a661801a6783.wav,ты даже буквы знаешь у нас
Dataset/public_youtube700_val/c/47/6dfbe3fe8c14.wav,а почему перестают рожать детей
Dataset/buriy_audiobooks_2_val/6/e5/1b39dae2155b.wav,дик посмотрел на
Dataset/asr_calls_2_val/c/cd/9c12e4818792.wav,балуешься с телефонами
Dataset/buriy_audiobooks_2_val/a/7f/45dda1ed86d3.wav,его оглушительно треснули
Dataset/asr_calls_2_val/a/e2/fc096c3474ba.wav,выход вы звоните щас в моск в московский водоканал что вы хотите
Dataset/public_youtube700_val/d/8b/c718407bc279.wav,дело что ааа православие здесь политизируется
Dataset/asr_calls_2_val/5/4b/336e7583668b.wav,и тусовалась с тобой
Dataset/asr_calls_2_val/4/e4/7961716c9546.wav,это та я записала кто вы такой кто вы от куда
Dataset/asr_calls_2_val/4/a6/4bf0a3e85043.wav,начальнику второго отделения в триста четвёртый кабинет в понедельник
